step,equity,drawdown
405,177.220179,0.0
406,179.778284,0.0
407,180.654828,0.0
408,180.002862,-0.003609
409,179.950173,-0.003901
410,177.599741,-0.016911
411,183.336907,0.0
412,180.547962,-0.015212
413,185.537253,0.0
414,184.58616,-0.005126
415,185.768674,0.0
416,182.163143,-0.019409
417,179.686793,-0.032739
418,190.989124,0.0
419,189.82116,-0.006115
420,189.569807,-0.007431
421,187.788753,-0.016757
422,186.310786,-0.024495
423,182.036275,-0.046876
424,184.10777,-0.03603
425,193.20295,0.0
426,201.545524,0.0
427,196.608526,-0.024496
428,193.333235,-0.040747
429,197.648471,-0.019336
430,203.130438,0.0
431,204.534247,0.0
432,213.994046,0.0
433,216.848286,0.0
434,214.84539,-0.009236
435,218.848312,0.0
436,229.68689,0.0
437,233.586828,0.0
438,234.835657,0.0
439,237.929665,0.0
440,240.991607,0.0
441,240.284327,-0.002935
442,247.500031,0.0
443,246.747472,-0.003041
444,249.777746,0.0
445,245.563369,-0.016873
446,245.07388,-0.018832
447,247.678445,-0.008405
448,259.874802,0.0
449,267.92242,0.0
450,293.177933,0.0
451,293.336938,0.0
452,303.669988,0.0
453,308.873851,0.0
454,321.357188,0.0
455,330.641435,0.0
456,338.175005,0.0
457,354.177417,0.0
458,379.727928,0.0
459,379.073136,-0.001724
460,379.591313,-0.00036
461,368.056763,-0.030736
462,364.788559,-0.039342
463,371.443342,-0.021817
464,369.053668,-0.02811
465,372.245895,-0.019704
466,389.997588,0.0
467,387.974301,-0.005188
468,395.312538,0.0
469,400.712236,0.0
470,399.659842,-0.002626
471,410.887251,0.0
472,435.747875,0.0
473,438.942018,0.0
474,440.717614,0.0
475,443.832584,0.0
476,427.588532,-0.0366
477,452.410806,0.0
478,471.820395,0.0
479,478.040644,0.0
480,498.58167,0.0
481,496.812783,-0.003548
482,491.317571,-0.01457
483,506.547155,0.0
484,520.769742,0.0
485,527.6407,0.0
486,557.185295,0.0
487,577.169657,0.0
488,582.190138,0.0
489,560.963318,-0.03646
490,551.619586,-0.05251
491,591.572145,0.0
492,596.513112,0.0
493,587.579021,-0.014977
494,587.972654,-0.014317
495,571.186624,-0.042458
496,567.226705,-0.049096
497,579.853403,-0.027928
498,577.226825,-0.032332
499,585.561598,-0.018359
500,580.70827,-0.026495
501,573.310061,-0.038898
502,571.030349,-0.04272
503,598.598133,0.0
504,628.181827,0.0
505,662.425513,0.0
506,715.566078,0.0
507,714.509309,-0.001477
508,714.650354,-0.00128
509,745.531077,0.0
510,751.371813,0.0
511,766.845665,0.0
512,759.991435,-0.008938
513,761.088993,-0.007507
514,765.781355,-0.001388
515,753.488742,-0.017418
516,765.501379,-0.001753
517,761.350299,-0.007166
518,810.622592,0.0
519,840.892228,0.0
520,856.42744,0.0
521,862.660611,0.0
522,846.766022,-0.018425
523,855.55736,-0.008234
524,886.647694,0.0
525,877.544516,-0.010267
526,914.655396,0.0
527,903.358121,-0.012351
528,910.085042,-0.004997
529,915.427856,0.0
530,961.472712,0.0
531,992.429955,0.0
532,996.661878,0.0
533,1024.424009,0.0
534,1039.614218,0.0
