step,equity,drawdown
130,3.877977,0.0
131,3.882022,0.0
132,3.867138,-0.003834
133,3.837804,-0.01139
134,4.153639,0.0
135,4.371544,0.0
136,4.231915,-0.03194
137,4.343275,-0.006467
138,4.528173,0.0
139,4.528138,-8e-06
140,4.848255,0.0
141,4.948279,0.0
142,5.015471,0.0
143,5.074349,0.0
144,5.18036,0.0
145,5.168616,-0.002267
146,5.436047,0.0
147,5.459675,0.0
148,5.399989,-0.010932
149,5.669188,0.0
150,5.767384,0.0
151,5.958231,0.0
152,5.881873,-0.012816
153,5.896345,-0.010387
154,6.057203,0.0
155,6.246657,0.0
156,6.437813,0.0
157,6.762304,0.0
158,6.672466,-0.013285
159,6.954417,0.0
160,6.95636,0.0
161,6.755397,-0.028889
162,6.641605,-0.045247
163,6.661261,-0.042421
164,6.582481,-0.053746
165,6.697633,-0.037193
166,7.200291,0.0
167,7.073525,-0.017606
168,7.053748,-0.020352
169,7.151248,-0.006811
170,7.121522,-0.01094
171,7.321156,0.0
172,7.848223,0.0
173,7.786892,-0.007815
174,7.857423,0.0
175,7.983082,0.0
176,8.49888,0.0
177,8.826499,0.0
178,9.199586,0.0
179,9.429168,0.0
180,9.528738,0.0
181,10.05317,0.0
182,10.153958,0.0
183,9.95035,-0.020052
184,10.147582,-0.000628
185,10.5049,0.0
186,11.209609,0.0
187,11.581736,0.0
188,11.319321,-0.022658
189,11.557863,-0.002061
190,11.949723,0.0
191,12.1924,0.0
192,11.945417,-0.020257
193,12.080015,-0.009218
194,12.284533,0.0
195,12.720722,0.0
196,12.693636,-0.002129
197,12.814207,0.0
198,12.883623,0.0
199,13.296599,0.0
200,13.541201,0.0
201,13.248773,-0.021595
202,13.068389,-0.034917
203,12.568555,-0.071829
204,12.662118,-0.064919
205,12.673838,-0.064054
206,12.769304,-0.057004
207,12.424793,-0.082445
208,12.444761,-0.080971
209,12.466417,-0.079371
210,12.563773,-0.072182
211,12.934099,-0.044834
212,12.739363,-0.059215
213,13.181317,-0.026577
214,13.307247,-0.017277
215,13.478613,-0.004622
216,14.28287,0.0
217,14.128251,-0.010825
218,14.133179,-0.01048
219,14.131874,-0.010572
220,14.842131,0.0
221,14.807051,-0.002364
222,14.534694,-0.020714
223,14.629493,-0.014327
224,14.238491,-0.040671
225,15.117673,0.0
226,14.792803,-0.021489
227,15.27095,0.0
228,15.329464,0.0
229,14.929248,-0.026108
230,15.436141,0.0
231,15.829553,0.0
232,15.381837,-0.028284
233,15.054563,-0.048958
234,15.206523,-0.039359
235,15.808155,-0.001352
236,15.596038,-0.014752
237,15.488858,-0.021523
238,15.784024,-0.002876
239,16.043243,0.0
240,16.16654,0.0
241,16.957917,0.0
242,17.679713,0.0
243,17.594112,-0.004842
244,17.596197,-0.004724
245,18.046226,0.0
246,18.171072,0.0
247,17.923052,-0.013649
248,17.485957,-0.037704
249,18.199224,0.0
250,18.184287,-0.000821
251,18.078224,-0.006649
252,18.331051,0.0
253,19.503838,0.0
254,19.219785,-0.014564
255,18.988304,-0.026432
256,18.859647,-0.033029
257,19.30305,-0.010295
258,19.238514,-0.013604
259,19.293573,-0.010781
260,19.363495,-0.007196
261,19.414583,-0.004576
262,20.675984,0.0
263,20.460551,-0.010419
264,20.228989,-0.021619
265,20.299014,-0.018232
266,20.224272,-0.021847
267,20.098557,-0.027927
268,20.693623,0.0
269,21.787816,0.0
270,21.279542,-0.023328
271,22.626149,0.0
272,23.409588,0.0
273,24.524943,0.0
274,24.59209,0.0
275,23.783254,-0.03289
276,25.367086,0.0
277,25.514743,0.0
278,25.870226,0.0
279,26.219551,0.0
280,26.329639,0.0
281,26.964239,0.0
282,27.269953,0.0
283,28.203577,0.0
284,28.749797,0.0
285,29.985262,0.0
286,29.634661,-0.011692
287,29.968603,-0.000556
288,29.817668,-0.005589
289,30.180033,0.0
290,29.557024,-0.020643
291,28.914787,-0.041923
292,30.436637,0.0
293,29.604098,-0.027353
294,30.325679,-0.003646
295,31.486995,0.0
296,32.32464,0.0
297,32.842009,0.0
298,32.537757,-0.009264
299,33.361672,0.0
300,34.42384,0.0
301,34.50759,0.0
302,35.624157,0.0
303,35.784855,0.0
304,35.990338,0.0
305,38.207207,0.0
306,38.457622,0.0
307,38.847441,0.0
308,38.409352,-0.011277
309,39.504924,0.0
310,40.532198,0.0
311,40.692918,0.0
312,42.66209,0.0
313,42.551151,-0.0026
314,42.148247,-0.012044
315,41.891017,-0.018074
316,41.855836,-0.018899
317,42.627749,-0.000805
318,43.136228,0.0
319,43.950666,0.0
320,44.06124,0.0
321,45.588199,0.0
322,48.197083,0.0
323,49.666988,0.0
324,49.858442,0.0
325,49.215111,-0.012903
326,51.474935,0.0
327,51.779309,0.0
328,52.112806,0.0
329,51.849375,-0.005055
330,54.833042,0.0
331,55.279949,0.0
332,56.909878,0.0
333,57.100752,0.0
334,56.889668,-0.003697
335,59.300529,0.0
336,57.685216,-0.027239
337,58.544806,-0.012744
338,59.200054,-0.001694
339,59.601066,0.0
340,62.806199,0.0
341,63.276234,0.0
342,63.408539,0.0
343,64.787992,0.0
344,68.752216,0.0
345,73.115807,0.0
346,73.295124,0.0
347,78.003795,0.0
348,80.231354,0.0
349,81.338159,0.0
350,77.97852,-0.041305
351,79.026073,-0.028426
352,82.565895,0.0
353,83.015942,0.0
354,83.402025,0.0
355,86.806813,0.0
356,89.739615,0.0
357,95.02726,0.0
358,94.216393,-0.008533
359,93.398478,-0.01714
360,90.62883,-0.046286
361,89.506666,-0.058095
362,91.798941,-0.033973
363,91.388193,-0.038295
364,91.447648,-0.037669
365,96.875491,0.0
366,100.785521,0.0
367,98.337896,-0.024285
368,95.566274,-0.051786
369,96.259722,-0.044905
370,102.471416,0.0
371,105.576278,0.0
372,106.045667,0.0
373,106.849298,0.0
374,109.843727,0.0
375,110.81477,0.0
376,116.712165,0.0
377,119.687464,0.0
378,119.102952,-0.004884
379,123.548949,0.0
380,124.109646,0.0
381,125.703312,0.0
382,133.93122,0.0
383,137.259444,0.0
384,139.429364,0.0
385,141.912382,0.0
386,143.02148,0.0
387,153.199958,0.0
388,153.379273,0.0
389,151.60702,-0.011555
390,151.939842,-0.009385
391,155.34437,0.0
392,154.49289,-0.005481
393,162.392662,0.0
394,170.313785,0.0
395,169.999465,-0.001846
396,180.227132,0.0
397,183.71399,0.0
398,180.675244,-0.016541
399,177.840268,-0.031972
400,189.328634,0.0
401,181.508965,-0.041302
402,175.682884,-0.072074
403,182.793672,-0.034516
404,190.29256,0.0
405,195.676536,0.0
406,198.545959,0.0
407,199.549003,0.0
408,198.808662,-0.00371
409,198.740874,-0.00405
410,196.11507,-0.017208
411,202.469377,0.0
412,199.331027,-0.0155
413,205.022673,0.0
414,203.970227,-0.005133
415,205.318675,0.0
416,201.273999,-0.0197
417,198.474189,-0.033336
418,211.242024,0.0
419,209.924455,-0.006237
420,209.647851,-0.007547
421,207.649726,-0.017006
422,206.004149,-0.024796
423,201.253814,-0.047283
424,203.548261,-0.036422
425,213.723031,0.0
426,223.010611,0.0
427,217.49181,-0.024747
428,213.811225,-0.041251
429,218.607695,-0.019743
430,224.840569,0.0
431,226.391891,0.0
432,237.076959,0.0
433,240.347712,0.0
434,238.094971,-0.009373
435,242.550753,0.0
436,254.720496,0.0
437,259.09686,0.0
438,260.535007,0.0
439,264.071795,0.0
440,267.544412,0.0
441,266.760547,-0.00293
442,274.906425,0.0
443,274.027219,-0.003198
444,277.45736,0.0
445,272.672443,-0.017246
446,272.177253,-0.01903
447,275.09851,-0.008502
448,289.008071,0.0
449,298.096751,0.0
450,326.947525,0.0
451,327.136958,0.0
452,338.896195,0.0
453,344.843166,0.0
454,359.154589,0.0
455,369.676623,0.0
456,378.334601,0.0
457,396.54955,0.0
458,425.574843,0.0
459,424.775562,-0.001878
460,425.413517,-0.000379
461,412.250448,-0.031309
462,408.517242,-0.040081
463,416.080342,-0.02231
464,413.393502,-0.028623
465,417.044977,-0.020043
466,437.168202,0.0
467,434.89702,-0.005195
468,443.175391,0.0
469,449.261328,0.0
470,448.061082,-0.002672
471,460.714513,0.0
472,488.818683,0.0
473,492.456578,0.0
474,494.465166,0.0
475,497.958771,0.0
476,479.601542,-0.036865
477,507.933367,0.0
478,530.108378,0.0
479,537.07888,0.0
480,560.49574,0.0
481,558.506044,-0.00355
482,552.262381,-0.014689
483,569.450397,0.0
484,585.502438,0.0
485,593.307107,0.0
486,626.659077,0.0
487,649.313397,0.0
488,654.972649,0.0
489,630.954555,-0.03667
490,620.419842,-0.052755
491,665.478229,0.0
492,671.009129,0.0
493,660.807445,-0.015203
494,661.272732,-0.01451
495,642.301834,-0.042782
496,637.836672,-0.049437
497,652.132907,-0.028131
498,649.142838,-0.032587
499,658.615498,-0.01847
500,652.729935,-0.027241
501,644.392806,-0.039666
502,641.563882,-0.043882
503,672.720308,0.0
504,705.790839,0.0
505,746.570483,0.0
506,810.280069,0.0
507,808.591099,-0.002084
508,808.599831,-0.002074
509,845.538762,0.0
510,852.290499,0.0
511,870.20914,0.0
512,862.56492,-0.008784
513,863.49953,-0.00771
514,869.097277,-0.001278
515,854.550138,-0.017995
516,868.672466,-0.001766
517,863.892389,-0.007259
518,921.315837,0.0
519,955.791871,0.0
520,972.929886,0.0
521,980.09119,0.0
522,961.188858,-0.019286
523,971.996994,-0.008259
524,1010.551741,0.0
525,1000.035817,-0.010406
526,1043.375842,0.0
527,1029.491068,-0.013308
528,1036.944079,-0.006164
529,1042.945141,-0.000413
530,1096.102236,0.0
531,1133.123065,0.0
532,1138.142382,0.0
533,1170.0379,0.0
534,1188.829728,0.0
