step,equity,drawdown
279,1.823863,-0.032699
280,1.829925,-0.029484
281,1.82714,-0.030961
282,1.816136,-0.036797
283,1.843858,-0.022094
284,1.857074,-0.015085
285,1.893609,0.0
286,1.894559,0.0
287,1.899411,0.0
288,1.896218,-0.001681
289,1.873641,-0.013568
290,1.864936,-0.01815
291,1.839781,-0.031394
292,1.826804,-0.038226
293,1.838405,-0.032118
294,1.832328,-0.035318
295,1.899219,-0.000101
296,1.898809,-0.000317
297,1.9068,0.0
298,1.897916,-0.004659
299,1.933687,0.0
300,1.990959,0.0
301,2.014068,0.0
302,2.006375,-0.00382
303,2.013771,-0.000148
304,2.014164,0.0
305,2.085826,0.0
306,2.088019,0.0
307,2.079421,-0.004118
308,2.061317,-0.012788
309,2.074246,-0.006596
310,2.117033,0.0
311,2.1192,0.0
312,2.103187,-0.007556
313,2.095033,-0.011404
314,2.09647,-0.010726
315,2.105181,-0.006615
316,2.121983,0.0
317,2.106794,-0.007158
318,2.129485,0.0
319,2.141568,0.0
320,2.14908,0.0
321,2.159947,0.0
322,2.153464,-0.003002
323,2.183065,0.0
324,2.190559,0.0
325,2.170794,-0.009023
326,2.232772,0.0
327,2.228138,-0.002076
328,2.231864,-0.000407
329,2.242434,0.0
330,2.208886,-0.014961
331,2.20719,-0.015717
332,2.256926,0.0
333,2.269539,0.0
334,2.256572,-0.005713
335,2.240233,-0.012913
336,2.230182,-0.017342
337,2.216937,-0.023177
338,2.230511,-0.017197
339,2.247579,-0.009676
340,2.229696,-0.017556
341,2.230725,-0.017103
342,2.269519,-9e-06
343,2.261872,-0.003378
344,2.306315,0.0
345,2.369609,0.0
346,2.368937,-0.000284
347,2.346106,-0.009919
348,2.357836,-0.004968
349,2.380836,0.0
350,2.371404,-0.003962
351,2.383226,0.0
352,2.448509,0.0
353,2.436038,-0.005093
354,2.442946,-0.002272
355,2.438631,-0.004034
356,2.421879,-0.010876
357,2.501326,0.0
358,2.497066,-0.001703
359,2.47837,-0.009177
360,2.438667,-0.02505
361,2.450421,-0.020351
362,2.48433,-0.006795
363,2.490947,-0.004149
364,2.510897,0.0
365,2.490232,-0.00823
366,2.481948,-0.011529
367,2.451039,-0.023839
368,2.441252,-0.027737
369,2.433445,-0.030847
370,2.439181,-0.028562
371,2.425614,-0.033965
372,2.414881,-0.03824
373,2.441722,-0.02755
374,2.4534,-0.022899
375,2.480966,-0.01192
376,2.550994,0.0
377,2.598965,0.0
378,2.578393,-0.007915
379,2.580432,-0.007131
380,2.589191,-0.003761
381,2.561169,-0.014542
382,2.632004,0.0
383,2.665403,0.0
384,2.694918,0.0
385,2.718383,0.0
386,2.740639,0.0
387,2.852831,0.0
388,2.844995,-0.002746
389,2.861485,0.0
390,2.863954,0.0
391,2.839221,-0.008636
392,2.8575,-0.002253
393,2.917987,0.0
394,2.89562,-0.007665
395,2.876318,-0.01428
396,2.837973,-0.027421
397,2.870788,-0.016175
398,2.88096,-0.012689
399,2.856528,-0.021062
400,2.928542,0.0
401,2.891726,-0.012571
402,2.833915,-0.032312
403,2.82634,-0.034898
404,2.788691,-0.047754
405,2.824015,-0.035693
406,2.816932,-0.038111
407,2.794124,-0.045899
408,2.807293,-0.041402
409,2.819218,-0.037331
410,2.816637,-0.038212
411,2.869691,-0.020096
412,2.89308,-0.012109
413,2.859786,-0.023478
414,2.855391,-0.024979
415,2.843026,-0.029201
416,2.842528,-0.029371
417,2.842808,-0.029275
418,2.84049,-0.030067
419,2.836162,-0.031544
420,2.842307,-0.029446
421,2.852928,-0.025819
422,2.840897,-0.029928
423,2.811673,-0.039907
424,2.849266,-0.02707
425,2.81413,-0.039068
426,2.876144,-0.017892
427,2.858174,-0.024028
428,2.857076,-0.024403
429,2.896342,-0.010995
430,2.870996,-0.01965
431,2.882795,-0.015621
432,2.871765,-0.019387
433,2.838399,-0.030781
434,2.83445,-0.032129
435,2.884887,-0.014907
436,2.931671,0.0
437,2.95238,0.0
438,2.936936,-0.005231
439,2.895591,-0.019235
440,2.88075,-0.024262
441,2.876746,-0.025618
442,2.888511,-0.021633
443,2.895841,-0.01915
444,2.896846,-0.01881
445,2.899121,-0.018039
446,2.859257,-0.031542
447,2.889632,-0.021253
448,2.978093,0.0
449,3.053271,0.0
450,3.187157,0.0
451,3.144698,-0.013322
452,3.125124,-0.019464
453,3.106818,-0.025207
454,3.148263,-0.012204
455,3.200142,0.0
456,3.158094,-0.013139
457,3.148198,-0.016232
458,3.226823,0.0
459,3.243794,0.0
460,3.217249,-0.008183
461,3.205892,-0.011684
462,3.204457,-0.012127
463,3.26529,0.0
464,3.207969,-0.017555
465,3.184965,-0.0246
466,3.277823,0.0
467,3.306212,0.0
468,3.3553,0.0
469,3.403904,0.0
470,3.391086,-0.003766
471,3.467116,0.0
472,3.564751,0.0
473,3.556646,-0.002273
474,3.550434,-0.004016
475,3.577023,0.0
476,3.535296,-0.011665
477,3.491032,-0.02404
478,3.462171,-0.032108
479,3.50948,-0.018882
480,3.497808,-0.022146
481,3.493506,-0.023348
482,3.49334,-0.023395
483,3.580737,0.0
484,3.647671,0.0
485,3.602664,-0.012339
486,3.729581,0.0
487,3.708484,-0.005657
488,3.735248,0.0
489,3.705562,-0.007947
490,3.673691,-0.01648
491,3.809936,0.0
492,3.851689,0.0
493,3.897718,0.0
494,3.88565,-0.003096
495,3.848684,-0.01258
496,3.836451,-0.015719
497,3.896269,-0.000372
498,3.895351,-0.000607
499,3.922525,0.0
500,3.960152,0.0
501,3.922254,-0.00957
502,3.938085,-0.005572
503,4.067009,0.0
504,4.239456,0.0
505,4.209453,-0.007077
506,4.154999,-0.019922
507,4.192664,-0.011037
508,4.196263,-0.010188
509,4.178492,-0.01438
510,4.192607,-0.011051
511,4.21484,-0.005806
512,4.172576,-0.015775
513,4.207219,-0.007604
514,4.19737,-0.009927
515,4.210829,-0.006752
516,4.21287,-0.006271
517,4.209456,-0.007076
518,4.334781,0.0
519,4.450777,0.0
520,4.545584,0.0
521,4.579074,0.0
522,4.563516,-0.003398
523,4.547882,-0.006812
524,4.488327,-0.019818
525,4.445946,-0.029073
526,4.506983,-0.015744
527,4.549823,-0.006388
528,4.582111,0.0
529,4.594123,0.0
530,4.717671,0.0
531,4.704598,-0.002771
532,4.703348,-0.003036
533,4.78697,0.0
534,4.726606,-0.01261
