step,equity,drawdown
103,2.65135,0.0
104,2.687444,0.0
105,2.684928,-0.000936
106,2.661802,-0.009541
107,2.675856,-0.004312
108,2.784443,0.0
109,2.866102,0.0
110,2.88494,0.0
111,2.814323,-0.024478
112,2.834677,-0.017422
113,2.766793,-0.040953
114,2.803856,-0.028106
115,2.973054,0.0
116,2.925323,-0.016055
117,2.896662,-0.025695
118,2.903757,-0.023308
119,3.053539,0.0
120,3.05208,-0.000478
121,3.083722,0.0
122,3.224846,0.0
123,3.250936,0.0
124,3.306245,0.0
125,3.305401,-0.000255
126,3.359212,0.0
127,3.47023,0.0
128,3.409448,-0.017515
129,3.595604,0.0
130,3.614661,0.0
131,3.616706,0.0
132,3.605464,-0.003108
133,3.578954,-0.010438
134,3.853932,0.0
135,4.040163,0.0
136,3.931639,-0.026861
137,4.007644,-0.008049
138,4.169841,0.0
139,4.167648,-0.000526
140,4.435828,0.0
141,4.518106,0.0
142,4.565389,0.0
143,4.62374,0.0
144,4.714171,0.0
145,4.700378,-0.002926
146,4.915831,0.0
147,4.933413,0.0
148,4.883513,-0.010115
149,5.115048,0.0
150,5.201127,0.0
151,5.372398,0.0
152,5.304247,-0.012685
153,5.315683,-0.010557
154,5.454256,0.0
155,5.617643,0.0
156,5.782237,0.0
157,6.05769,0.0
158,5.979055,-0.012981
159,6.215522,0.0
160,6.217797,0.0
161,6.043362,-0.028054
162,5.94423,-0.043997
163,5.963318,-0.040928
164,5.894144,-0.052053
165,5.996503,-0.03559
166,6.434656,0.0
167,6.325959,-0.016892
168,6.302064,-0.020606
169,6.379731,-0.008536
170,6.353846,-0.012559
171,6.520752,0.0
172,6.95462,0.0
173,6.906174,-0.006966
174,6.963945,0.0
175,7.070342,0.0
176,7.508047,0.0
177,7.790629,0.0
178,8.119703,0.0
179,8.310474,0.0
180,8.40026,0.0
181,8.854819,0.0
182,8.941698,0.0
183,8.763657,-0.019911
184,8.934002,-0.000861
185,9.244347,0.0
186,9.859315,0.0
187,10.17588,0.0
188,9.947825,-0.022411
189,10.155227,-0.00203
190,10.499049,0.0
191,10.711586,0.0
192,10.495753,-0.020149
193,10.612613,-0.00924
194,10.788162,0.0
195,11.165121,0.0
196,11.142141,-0.002058
197,11.248409,0.0
198,11.308321,0.0
199,11.6683,0.0
200,11.882327,0.0
201,11.62704,-0.021485
202,11.469155,-0.034772
203,11.035606,-0.071259
204,11.118198,-0.064308
205,11.130933,-0.063236
206,11.214091,-0.056238
207,10.916882,-0.08125
208,10.931148,-0.08005
209,10.947551,-0.078669
210,11.020418,-0.072537
211,11.338643,-0.045756
212,11.180111,-0.059098
213,11.538032,-0.028975
214,11.645366,-0.019942
215,11.789715,-0.007794
216,12.472506,0.0
217,12.341358,-0.010515
218,12.3451,-0.010215
219,12.333335,-0.011158
220,12.931239,0.0
221,12.907878,-0.001807
222,12.703891,-0.017581
223,12.790626,-0.010874
224,12.475799,-0.03522
225,13.192366,0.0
226,12.915856,-0.02096
227,13.303873,0.0
228,13.338533,0.0
229,13.000587,-0.025336
230,13.416654,0.0
231,13.727914,0.0
232,13.376486,-0.0256
233,13.106141,-0.045293
234,13.210473,-0.037693
235,13.714195,-0.000999
236,13.531854,-0.014282
237,13.446588,-0.020493
238,13.601424,-0.009214
239,13.771674,0.0
240,13.865821,0.0
241,14.472929,0.0
242,15.010882,0.0
243,14.931153,-0.005311
244,14.959161,-0.003446
245,15.245883,0.0
246,15.338701,0.0
247,15.175843,-0.010617
248,14.872482,-0.030395
249,15.41058,0.0
250,15.414587,0.0
251,15.327468,-0.005652
252,15.458093,0.0
253,16.312173,0.0
254,16.117486,-0.011935
255,15.932206,-0.023293
256,15.830991,-0.029498
257,16.064129,-0.015206
258,16.017448,-0.018068
259,16.047301,-0.016238
260,16.101181,-0.012935
261,16.126584,-0.011377
262,17.009401,0.0
263,16.844741,-0.009681
264,16.721308,-0.016937
265,16.75443,-0.01499
266,16.699689,-0.018208
267,16.589716,-0.024674
268,17.021975,0.0
269,17.805855,0.0
270,17.437404,-0.020693
271,18.410559,0.0
272,18.970997,0.0
273,19.755115,0.0
274,19.815369,0.0
275,19.242308,-0.02892
276,20.361676,0.0
277,20.455284,0.0
278,20.698021,0.0
279,20.966171,0.0
280,21.058688,0.0
281,21.524244,0.0
282,21.723418,0.0
283,22.379093,0.0
284,22.765843,0.0
285,23.588096,0.0
286,23.362126,-0.00958
287,23.600397,0.0
288,23.489307,-0.004707
289,23.757708,0.0
290,23.286705,-0.019825
291,22.795636,-0.040495
292,23.944624,0.0
293,23.327385,-0.025778
294,23.868739,-0.003169
295,24.720196,0.0
296,25.358586,0.0
297,25.711834,0.0
298,25.469759,-0.009415
299,26.098564,0.0
300,26.886423,0.0
301,26.954726,0.0
302,27.770189,0.0
303,27.881518,0.0
304,28.022826,0.0
305,29.648449,0.0
306,29.81969,0.0
307,30.073859,0.0
308,29.734481,-0.011285
309,30.552897,0.0
310,31.327011,0.0
311,31.447934,0.0
312,32.919893,0.0
313,32.837558,-0.002501
314,32.533941,-0.011724
315,32.340292,-0.017606
316,32.322534,-0.018146
317,32.892501,-0.000832
318,33.278812,0.0
319,33.891489,0.0
320,33.974047,0.0
321,35.11855,0.0
322,37.072123,0.0
323,38.194852,0.0
324,38.342511,0.0
325,37.847906,-0.0129
326,39.57983,0.0
327,39.807265,0.0
328,40.059682,0.0
329,39.869084,-0.004758
330,42.059135,0.0
331,42.397158,0.0
332,43.644893,0.0
333,43.799834,0.0
334,43.631268,-0.003849
335,45.394825,0.0
336,44.193072,-0.026473
337,44.815554,-0.012761
338,45.30574,-0.001962
339,45.629082,0.0
340,47.980899,0.0
341,48.326847,0.0
342,48.459257,0.0
343,49.439832,0.0
344,52.37913,0.0
345,55.617463,0.0
346,55.740697,0.0
347,59.100152,0.0
348,60.717616,0.0
349,61.555641,0.0
350,59.046401,-0.040764
351,59.832362,-0.027995
352,62.501594,0.0
353,62.832167,0.0
354,63.116443,0.0
355,65.643045,0.0
356,67.812076,0.0
357,71.790489,0.0
358,71.177275,-0.008542
359,70.555301,-0.017205
360,68.47592,-0.04617
361,67.649006,-0.057688
362,69.375743,-0.033636
363,69.079468,-0.037763
364,69.136186,-0.036973
365,73.053406,0.0
366,75.867366,0.0
367,74.058873,-0.023838
368,72.034116,-0.050526
369,72.513648,-0.044205
370,77.011214,0.0
371,79.259013,0.0
372,79.598137,0.0
373,80.211008,0.0
374,82.406119,0.0
375,83.137581,0.0
376,87.515433,0.0
377,89.741727,0.0
378,89.297708,-0.004948
379,92.559676,0.0
380,92.97777,0.0
381,94.11543,0.0
382,100.204754,0.0
383,102.667125,0.0
384,104.278061,0.0
385,106.104394,0.0
386,106.931464,0.0
387,114.465373,0.0
388,114.589253,0.0
389,113.302503,-0.011229
390,113.544069,-0.009121
391,116.028836,0.0
392,115.430201,-0.005159
393,121.255103,0.0
394,126.941664,0.0
395,126.663604,-0.00219
396,133.972589,0.0
397,136.548902,0.0
398,134.388495,-0.015821
399,132.289107,-0.031196
400,140.746272,0.0
401,134.999854,-0.040828
402,130.688779,-0.071458
403,135.851612,-0.034776
404,141.256438,0.0
405,145.221265,0.0
406,147.220209,0.0
407,147.862722,0.0
408,147.373339,-0.00331
409,147.351838,-0.003455
410,145.492535,-0.01603
411,150.145265,0.0
412,147.988931,-0.014362
413,151.741787,0.0
414,150.972069,-0.005073
415,151.857909,0.0
416,149.030553,-0.018618
417,147.121897,-0.031187
418,155.850281,0.0
419,154.94268,-0.005824
420,154.741193,-0.007116
421,153.351232,-0.016035
422,152.168137,-0.023626
423,148.731773,-0.045675
424,150.418938,-0.03485
425,157.576537,0.0
426,164.254757,0.0
427,160.344289,-0.023807
428,157.786138,-0.039382
429,161.258217,-0.018243
430,165.408036,0.0
431,166.551476,0.0
432,173.842752,0.0
433,175.951382,0.0
434,174.390158,-0.008873
435,177.606952,0.0
436,186.10171,0.0
437,189.164038,0.0
438,190.073953,0.0
439,192.367982,0.0
440,194.695976,0.0
441,194.125673,-0.002929
442,199.701006,0.0
443,199.170316,-0.002657
444,201.495498,0.0
445,198.287611,-0.01592
446,197.795399,-0.018363
447,199.854476,-0.008144
448,209.204346,0.0
449,215.494833,0.0
450,234.742578,0.0
451,234.809905,0.0
452,242.661617,0.0
453,246.573994,0.0
454,255.995881,0.0
455,263.163637,0.0
456,268.724722,0.0
457,280.853711,0.0
458,300.394934,0.0
459,299.98914,-0.001351
460,300.283478,-0.000371
461,291.573366,-0.029367
462,289.113038,-0.037557
463,294.236202,-0.020502
464,292.321943,-0.026875
465,294.69706,-0.018968
466,308.362712,0.0
467,306.810223,-0.005035
468,312.523693,0.0
469,316.746064,0.0
470,315.943713,-0.002533
471,324.700734,0.0
472,343.900109,0.0
473,346.307949,0.0
474,347.666208,0.0
475,350.127492,0.0
476,337.587918,-0.035814
477,356.216256,0.0
478,370.745027,0.0
479,375.665974,0.0
480,391.137326,0.0
481,389.759466,-0.003523
482,385.584589,-0.014196
483,397.404051,0.0
484,408.428998,0.0
485,413.617449,0.0
486,436.498026,0.0
487,451.735285,0.0
488,455.641255,0.0
489,439.344889,-0.035766
490,432.090799,-0.051686
491,463.084949,0.0
492,467.008992,0.0
493,460.356088,-0.014246
494,460.614487,-0.013692
495,447.677797,-0.041394
496,444.604836,-0.047974
497,454.345615,-0.027116
498,452.354063,-0.03138
499,458.720837,-0.017747
500,455.572284,-0.024489
501,449.811146,-0.036826
502,448.413502,-0.039818
503,469.752303,0.0
504,493.162332,0.0
505,516.932471,0.0
506,553.304829,0.0
507,553.131024,-0.000314
508,553.427871,0.0
509,574.691794,0.0
510,579.019487,0.0
511,590.388457,0.0
512,584.933265,-0.00924
513,586.21467,-0.00707
514,589.421369,-0.001638
515,580.845976,-0.016163
516,589.369625,-0.001726
517,586.293985,-0.006935
518,622.33515,0.0
519,645.396354,0.0
520,657.891724,0.0
521,662.598765,0.0
522,651.438883,-0.016843
523,657.187315,-0.008167
524,677.172956,0.0
525,670.405727,-0.009993
526,697.270718,0.0
527,690.024939,-0.010392
528,695.40956,-0.002669
529,699.564819,0.0
530,733.713771,0.0
531,754.973529,0.0
532,757.946254,0.0
533,778.723559,0.0
534,788.290384,0.0
