day,regime,trend_following,cross_sectional_momentum,mean_reversion,volatility_breakout,defensive_cash
48,bull,-0.05957178095084103,-0.052552493673550166,0.018051955130677817,0.02694423153457106,-0.006208264082550164
49,bull,0.04086836883097893,0.0300893476572289,-0.00899605733257788,-0.009810246998314185,0.002266465673996992
50,bull,-0.04095429247768384,0.006583216989838454,0.01997319225942381,0.019971841802151124,-0.00873220962184913
51,bull,-0.037386388016617485,-0.025387495934027643,0.008735749523958182,0.012567933371540128,-0.007599629034322913
52,bull,0.020969871321147603,0.01137807523506422,-0.008372974758231616,-0.02710855076182794,0.007851402598424347
53,bull,-0.024980492417017174,-0.01249787942761326,0.02306757414445872,0.007313473520748772,-0.006457178044485839
54,bull,0.025459932880590494,0.020851102457723206,0.006225346631598461,-0.006760645838069926,0.008037369242174637
55,bull,0.05772043481370262,0.045559979385842775,-0.008547616777912303,0.03880232133007964,0.01161805193501136
56,bull,-0.023487753893287056,-0.03526846916508419,0.017029973869556958,0.0056111060310412636,-0.0035183121691980995
57,bull,-0.03586825686064117,-0.006633948949437966,-0.0016552276777636425,0.007038416258243266,-0.0074009434967807555
58,bull,0.005808089561569689,0.016967337734645503,-0.002960933653148966,0.009728866715518812,0.004463347316864399
59,bull,0.012475462694686232,0.013687165925118941,0.010074202572746962,-0.0006310960429920144,0.004934588282884283
60,bull,-0.042873005008616974,-0.028834838868861283,0.02719538561666369,0.045509518873697835,-0.011474274859007875
61,bull,-0.05334411271166892,-0.01470438837313761,0.010174996372982718,-0.027141341144653414,-0.006295428002889076
62,bull,-0.013633063534753236,0.0011985314074071524,0.004678914446165023,0.01950868575965723,-0.0003174279817687211
63,bull,-0.018192075570254596,-0.007520017818902646,0.012149434023905517,0.025960164582017366,-0.0135476518533676
64,bull,0.015180029045693898,0.024197399987823026,-0.007882803625595871,0.0011147090674727962,-0.0011909805851710044
65,bull,-0.03586822382572572,-0.027283502031231407,0.012190926050184231,0.02154980733572743,-0.014481347287247615
66,bull,-0.046097614971775336,-0.04559469904914159,0.023222323536252292,0.055439807547257476,-0.006413713467086831
67,bull,0.036114788937295306,0.028484645999606425,-0.0373276160927193,0.03086934796117678,0.006749630696593493
68,bull,-0.09422422099325581,-0.06480142279685151,0.027780675743085705,0.1041594628880204,-0.022355409975984286
69,bull,0.004801959839189988,0.03467752007508205,-0.01822638474239586,-0.009487121627116268,-0.0034141222811296195
70,bull,-0.032552499972989375,-0.020206997151953683,0.020303502571256588,0.03608546932097734,-0.008742453062106359
71,bull,-0.04110795247786049,-0.016979874536264785,0.03468314117995332,-0.007509073677533253,-0.008991184055856674
72,bull,-0.04213894972518209,-0.07222999570854671,0.04087396396939888,0.016373915046040976,-0.01222058035399004
73,bull,0.009387860098431537,-0.0100825872566054,-0.014268208380972511,-0.000875567186334608,0.005791737916872618
74,bull,0.024305839940365642,0.018415543372223578,-0.0003477304944315054,0.016570458964709513,-0.0003574818010362822
75,bull,0.041788014599624425,0.05289748736136492,-0.0170059128064442,0.04043958638532899,0.007312677056389889
76,bull,-0.0006952799612534835,0.0096082091884043,-0.003384587923658415,-0.009786698542047004,0.0008187123722144453
77,bull,-0.00927511226673501,0.008903336285939145,-0.0008373825544908619,-0.021491177498950815,-0.0024223465602000514
78,bull,0.00858599072473222,-0.016867162605720652,0.0003537773418317604,-0.002992678433016284,-0.005174800727179537
79,bull,0.00619675286884948,0.014907262532715754,0.01319183275927764,-0.026509979993623905,0.005774517189890406
80,bull,0.10710395852960643,0.07547730981647907,-0.03693746501340733,0.09635120194538827,0.01662180127361458
81,bull,0.025000574297129794,-0.013187443399245331,-0.013113608775123926,-0.003265703078203322,0.0006706167308289657
82,bull,0.006002141197036348,0.029989912055692784,0.0016741324892453465,-0.01058212311644118,0.0047248542406877975
83,bull,-0.015339767631587859,-0.029947871148669036,0.010761267230712315,-0.01219229581627495,-0.002191013751671314
84,bull,-0.0374010094440619,-0.08263439715438758,0.011270005447555471,0.06692385851436361,-0.01160643602851341
85,bull,0.07059282122790969,0.04373235598425873,-0.033603499485830766,0.03783221452971391,0.01305583678588513
86,bull,-0.044133854790251385,-0.04342753507562297,0.0019045582954360703,0.03806666360054472,-0.004940118832681606
87,bull,0.049130452986347425,0.049933633562676924,-0.021897472324699383,0.050296284436971456,0.016289599316379827
88,bull,0.04486584328409527,0.03161633960570352,-0.01129695939583266,0.021176984201975974,0.0024474333790083192
89,bull,-0.014738884291696626,-0.014877680837010035,0.01828019660579684,-0.0011930224910856537,-0.012741398076165165
90,bull,0.06102043921767435,0.016690702125179993,-0.028987513710444612,0.04293521541168948,0.013109808427908725
91,bull,0.003092709848580826,-0.013881525733740874,-0.02967102790354021,-0.009405950736022184,0.007050052077247217
92,bull,0.02681191659871003,0.01975684646519385,-0.008737288760334529,0.004380133839386551,0.005229816600101724
93,bull,-0.037120357526564805,-0.027938551813035947,0.004314970862324389,0.029350136288847552,-0.008109622791211137
94,bull,-0.008725151887340351,-0.010799619390617424,0.01706490275421462,-0.004698653035213888,-0.0041636225974240665
95,bull,-0.013939715792272074,-0.02596212706783917,0.014764147155671658,-0.005456018891818465,-0.011019783543673568
96,bull,0.05794961817269538,0.026289638871906634,-0.018215793133436065,0.05311421115022992,0.016638148906950742
97,bull,0.05373572433753075,0.04696585429393334,-0.014156518502639546,0.044416066932882456,0.015421638656265155
98,bull,-0.008287734858816594,-0.032894569594465906,-0.0017374377607557948,-0.029660308358896395,-0.004802206422036475
99,bull,0.04419383506696671,0.02742383037950304,-0.015040464557628079,0.018877990403692483,0.005683913238581685
100,bull,-0.08572808443573054,-0.06817941179603736,0.012735187320258263,0.08254194928551654,-0.012802654509220548
101,bull,0.01631266550041686,0.007663806749790144,-0.026280713856824546,0.0193513241101511,0.00544156651079264
102,bull,-0.01621599637643583,0.0010869489963064398,0.006851351823957173,0.00167124858873534,-0.00480594433336329
103,bull,-0.013833938747010442,0.0054009660979431225,0.0049350231168525304,-0.020049556480715693,-0.004111343679897174
104,bull,-0.04206171821636165,-0.034179743503219534,0.0162858866065404,-0.015867920856675474,-0.010258186326462375
105,bull,0.015217662770418139,0.04638512468835897,-0.01732092593329381,0.00626337912932402,0.006250630205840197
106,bull,-0.022383196197929067,-0.006821389488113533,0.02385975055549782,0.015301664967569148,-0.0060811599705287
107,bull,0.02418863104426657,-0.0008393866155890634,0.021248626105547837,0.012601668398623022,0.0034648688018549534
108,bull,-0.04742348252168213,-0.02045617239221463,0.014958672610657331,-0.02068544376963513,-0.005000022587129243
109,bull,0.01893509925288623,0.016814760855681395,5.8484164403916836e-05,0.0021282444916964475,0.009657276748454324
110,bull,0.01334325584190349,0.002527465738940697,0.004106266223426304,0.0004518203159371368,-0.002499581415340573
111,bull,0.0052168995577617765,0.01104488126049958,0.014459797901290507,0.012366924344773938,0.0014676679662907362
112,bull,0.03508616531812926,0.029201664244319206,-0.01110717813150976,0.05994599481663669,0.005223426501102845
113,bull,-0.03891103666877983,-0.033285737382071065,0.043888636313065055,0.025961915475150567,-0.00994691252439722
114,bull,-0.025908484318718714,-0.014073231176085724,-0.004494765883419231,-0.0075574356597297755,-0.007224048620068409
115,bull,0.00015155259315646243,0.005429279898634958,-0.005531139764088403,-0.03311908753643008,-0.011414304038837714
116,bull,-0.016378912035969646,-0.010867130632903847,0.00526783817930587,0.013230762508311794,-0.010153650637954429
117,bull,0.028760647683614003,0.016280442792935553,-0.013176513872968821,-0.018053124275890287,0.005170604577585007
118,bull,-0.06436116086148536,-0.04640221764299989,0.03633077618843281,0.015086850560871324,-0.006174661344113607
119,bull,0.00502710057561558,-0.007477126977173426,-0.007658108107876534,0.01638402380545962,0.008577301174079446
120,bull,0.002147949986152055,-0.007092732100664283,0.011616431306866667,-0.0034823139606437233,-0.00434304756373543
121,bull,0.03466377454797695,-0.01554938051841017,-0.0037385429274006607,0.010995882926965225,0.00013999243729993349
122,bull,-0.01920350357061792,-0.02235710524164687,0.02515724656337594,0.02668367515399525,-0.006523960974283745
123,bull,0.0011608285752802852,-0.0021266541768252944,-0.008632237374833896,-0.01438204106715913,0.005089069641278088
124,bull,-0.0037534235282285725,-0.015664030276476913,-0.0012293466502087064,0.007825908267620177,0.003174398082566124
125,bull,0.03473492814541788,0.027210739660072144,-0.02355105275122468,0.037036087401256725,0.0062333907670377945
126,bull,0.05051600598518298,0.02732567054123068,-0.020950255331583997,0.009260301779002843,0.01227350911703775
127,bull,0.025549292158528244,0.019291943682027097,-0.0032971431912864014,-0.005380970871473572,0.004845596976303709
128,bull,-0.02505992282939077,-0.03744934618309216,-0.0016773751495198982,0.034924069427907524,-0.01004647732040041
129,bull,-0.0012242381061998882,-0.019374125948783464,0.01015819843257745,0.027871838475386462,-0.001466074967639662
130,bull,-0.0038421713229349085,-0.008022207940612217,0.009103893426485394,-0.004630312079082781,-0.002214699393849441
131,bull,-0.053979540391575945,-0.029946734215727487,0.007667541756604012,0.06143330628852529,-0.005025048041775861
132,bull,-0.02945973323704246,-0.026928231743952348,0.009959984272779698,-0.010921418956214892,-0.016879988737205833
133,bull,-0.033036927692993795,0.0030434997700637297,0.027009681940798284,-0.007613021931329025,-0.004258011208774573
134,bull,0.019464061066723416,-0.001370546149647176,-0.00962095105648777,0.013467903861333768,-0.0010840529703088147
135,bull,0.085073978139797,0.06564212362048207,-0.006754696243995162,0.033397571815279165,0.010885365877524526
136,bull,0.02233304266502994,0.022932012200860184,0.0007504172296619744,-0.006776098158700551,-0.00218909179151224
137,bull,0.010832111981057903,-0.00925548607077739,0.018487100367180154,0.004781380713922438,-0.005241263665883575
138,bull,0.011013714749221441,0.024560838725007195,0.023311837465109227,0.0215730782051621,-0.0004567310666130336
139,bull,-0.03956451708465292,-0.03017333357977238,0.017608141550157996,0.0007637460291918005,-0.0053428444816057165
140,bull,-0.013314730973581582,-0.02451122640019926,0.0141922983350837,0.008739906399373436,0.0011694285639641533
141,bull,-0.027348940276776798,-0.019258642216012842,0.006605235470171668,-0.0044613463225780196,-0.006742703832982252
142,bull,-0.03444558689830658,-0.03608310214343376,0.0175002907779817,-0.010231114908703737,-0.011752860422263978
143,bull,-0.09747241037529544,-0.05956370586993895,0.021194768775871602,0.07398458157177845,-0.01807751632176865
144,bull,0.026683011271887935,0.010851778953529538,-0.014472612250972463,0.040986622945888944,0.004790856055018269
145,bull,-0.03341810934561114,-0.008002514536220875,-0.010209878758937911,-3.838825690893606e-05,-0.00520254553567958
146,bull,0.019729267143372968,-0.003127754800451684,-0.0022951138766232407,-0.004364681587693695,0.004010132101678174
147,bull,-0.02239837087862768,-0.020257910255059942,0.017454854215640934,0.00033412970493219797,-0.0028884087613605582
148,bull,0.045848383372002054,0.04610037443619633,-0.026061787604379313,0.04594319429269843,0.0070489629967341386
149,bull,-0.07336169457152057,-0.02586480328524967,0.03395644696732262,0.06944109381506497,-0.009271422854476939
150,bull,0.027577166906222767,0.01638642932805595,-0.0016190316451480426,0.03118128454796168,0.008566325407382605
151,bull,-0.016475043575254006,-0.020773056519381987,0.007336188735396179,0.03337249347101697,-0.0031878331043522696
152,bull,-0.07600014789665582,-0.04029417975210209,0.027091026956569845,0.07058746793912093,-0.01223294370902062
153,bull,0.01563038326950596,0.021803949855978725,-0.015356780659578203,-0.009880321958089286,0.004304686502465677
154,bull,0.025540964508969945,0.012719186179773393,-0.014218703261986283,0.0035395371206993873,0.004078702632703051
155,bull,-0.012408712553580796,0.02129715313239675,-0.010813717473994613,-0.002176706114146941,-0.0027219514130398755
156,bull,0.03185731961392799,0.03571757946260053,-0.01013757874973122,0.022187244145070797,0.013060320694322699
157,bull,0.020715125893426993,-0.0033488785809886144,-0.019726276502794397,-0.01660198238094595,0.006577587095542542
158,bull,-0.02318011308827635,-0.023704908266342042,0.02885104337245162,-0.006615315161377521,-0.006702250899453064
159,bull,0.10373477522158425,0.0466068957763503,-0.02716321844983198,0.06834517427835492,0.016641322266536356
160,bull,0.005610774024247382,-0.000488503326104357,-0.002580190383466806,-0.006085020494728329,0.005692955012501708
161,bull,0.0094357336171087,0.007600749230456826,0.021893956951436463,0.003971469162011229,-0.0013678990157777505
162,bull,-0.009352706528099221,0.016661031404608916,-0.005761928994258124,0.008493410555066772,0.004905497588634518
163,bull,-0.015732690410496894,-0.0180510932901197,-0.0006363069607100182,-0.031097503210036823,-0.006335056914758148
164,bull,-0.08491714643441624,-0.04832056315958334,0.045951737427909846,0.08229829811794222,-0.011708627187373824
165,bull,-0.04408118213675821,-0.032257788093417505,0.0022682183780782794,0.04725454434585361,-0.005909470032266312
166,bull,-0.0385920655026359,-0.004937720627533872,0.015058919698409735,-0.0047869987550492035,-0.011645845366954365
167,bull,0.016814275723004556,0.02401629685540625,-0.002421696150145901,-0.016037791030019333,0.0036407132662993453
168,bull,0.0017805441218450777,0.019697171631555346,-0.009235127333906537,-0.02749770556592893,-0.000856470421904829
169,bull,0.027741183508206996,0.026008032913645545,-0.004776670142587633,-0.014339899122294768,0.0003315897624553382
170,bull,-0.01219456783008235,-0.00328750337938919,-0.0017867386850997672,-0.0004868068809434603,0.00026688885955890003
171,bull,0.01185113649178482,0.035516740331549924,-0.007226175433588914,-0.007557790479014294,0.007957231307412653
172,bull,0.04335098663649041,0.03198558432484315,-0.04379353652306214,0.04439660332869135,0.011219067929885801
173,bull,0.028786827132119178,0.025446662012255095,-0.0132322511666273,-0.010727791274500095,0.007220144863348931
174,bull,0.011665126248688842,0.031205687996278937,-0.003998257492815309,-0.0013561293229409905,-0.0010365876751049943
175,bull,-0.02379844437284147,-0.04694810363177067,0.013593998588767146,-0.009725122891629976,-0.0016524110398787452
176,bull,-0.007216713142377255,-0.02035135735644471,0.010388020898480852,0.013490295728254133,0.00011328069633937017
177,bull,0.02024643490948847,0.035456893801480746,-0.019138791130703693,-0.024282884452400722,0.011059892921328831
178,bull,-0.0012455253744593055,-5.9402810391675706e-05,0.002841586423320726,-0.009312296284668009,0.00045715098972128184
179,bull,0.02374811057741537,0.002264413366145495,0.0064219415686173655,0.023905596543525105,0.001668180358010425
180,bull,0.022998670630617037,0.02779543336442791,0.0026317546540774476,-0.008544300270515663,0.0045693358058164196
181,bull,0.021489290522776323,-0.015357407802580643,0.009509406752566686,-0.0029458134335504996,-0.0006948423646440578
182,bull,0.0691477743326824,0.01851513036310651,-0.0037994261285914967,0.03319472916395413,0.00039811867878963847
183,bull,-0.000720716284079017,0.016743737692228613,0.014786844777846093,-0.012705068651083782,0.003641982704167304
184,bull,0.03637939618329758,0.023963262746475818,-0.008962555260834563,0.012356121358295964,0.010634057947771527
185,bull,0.0015634347708033628,-0.014714974576557627,0.0025145128796900717,-0.003546454126187829,-0.005209907263837691
186,bull,-0.012425836262573858,-0.001671183859687321,0.010463493521108057,-0.003981417117383803,-0.005481392150900528
187,bull,0.01085276667545183,0.009260487503450533,0.002657778091811211,0.0007846756083295109,0.004378743278232291
188,bull,-0.03589964453181047,-0.004283083654344093,-0.01601788649101232,-0.0072951401462357105,0.0005758310266008289
189,bull,0.030357728351753772,-0.008378138590102176,-0.02598796327964428,0.007721610991770278,0.0001322483596085471
190,bull,0.03725606955616238,0.018465519554105927,-0.008949632776386865,-0.010806700798445435,0.008280921029784893
191,bull,0.005829111176000339,-0.013843982789277346,0.00716648513093057,0.011628165578271142,0.004705640539982496
192,bull,0.03213249014911493,0.012018719232312597,-0.006829699859320262,-0.021796857156690587,0.0019291404927342178
193,bull,-0.0021914391131546054,-0.010173161086649672,0.006125024188633294,0.014830344012987098,0.0014233649304001346
194,bull,-0.03770831074619922,-0.04020145814665396,0.016188247965983425,0.03385866652304231,-0.006957989396338652
195,bull,0.02304789079281963,0.022462886785432352,0.002789868513867604,0.03460293899524411,0.010502058705296103
196,bull,0.02699270395358468,-0.007580683029629658,-0.022051624265332255,0.0028238847192134735,0.00026960065490480665
197,bull,-0.018122552635183538,-0.022475881234003185,0.02801264132973548,0.011221986474349204,-0.007835515598980575
198,bull,0.020445079391821924,0.0018152871613244803,-0.007216836707643752,-0.028294559133091566,0.012028152068812643
199,bull,0.01832701145202224,0.0031295354540541434,-0.010219549499876,0.01984569852474446,0.0018777312456308062
200,bull,0.01872620915187099,-0.006900769268597638,-0.011758310353041666,-0.014768421528949586,-0.0028624082239821448
201,bull,0.028011694070208728,0.005388500960748905,0.006104277626838531,-0.010040606695945814,0.011673120543953927
202,bull,-0.05793513379920939,-0.01789735456544516,0.005948422006491961,-0.013618409695961602,-0.009300826608586964
203,bull,-0.008295173948189533,-0.011505937472898412,-0.006350516923324641,0.0007863683978704881,-0.00027909563451615016
204,bull,0.03192723365597305,0.017437431146402272,-0.00428884400213885,0.006549470423327474,0.004371971450035942
205,bull,0.03748706702631226,0.023399495641638603,-0.021913962892115488,0.016558433329781356,0.012429076256008205
206,bull,0.028891868041664576,-0.006018104627360431,-0.010268039009771692,-0.01998890362182878,0.008948061191961969
207,bull,-0.014184213406209926,-0.014664759275816787,0.016213216675531467,0.016330218292427277,-0.007223863778283028
208,bull,-0.032964070971146585,-0.04970517541039961,0.002724020840973689,0.03985063465066377,-0.01055475612073672
209,bull,-0.016508954585165762,-0.005633675733375846,0.005071048116559181,-0.032901741018243884,-0.006852199567246845
210,bull,0.04932941209708698,0.00884987830589382,-0.006241500663908028,0.000397997235575015,0.012565411933494329
211,bull,0.05860681324242038,0.04178710899862578,-0.017530254040879135,0.03915042543290165,0.016697298633138038
212,bull,0.03205858897075127,0.0353464477328673,-0.006923401994601854,-0.015583483590867524,0.005151069474881206
213,bull,0.0007493492224402605,0.013550984689341797,0.0015601756775914383,-0.020320780559388324,-0.00028664158490640523
214,bull,-0.02669271432311493,-0.052368184257354455,0.009496003628814932,0.04024407693169244,-0.005925713688655232
215,bull,0.022176897925260196,0.01187390902233149,-0.009065432090619769,-0.0016083492669687455,0.005681643809751129
216,bull,0.04494368115413016,0.021735436220006576,-0.004524284763326183,-0.015375329914806297,0.006575511420566374
217,bull,0.015287793149352157,0.019569294108413217,-0.010340198975484046,0.008748944612575046,0.0037817316509928386
218,bull,0.024582335328867118,0.028923445793300723,-0.017531462441166858,-0.0251410168118664,0.008455354534947352
219,bull,0.04683388773350323,0.019568501401084418,-0.026899121123693907,0.028650510809836254,0.017411621561044484
220,bull,0.03824447601073397,0.03964852289601451,-0.028124023062530992,0.03435676844345133,0.00837466748008296
221,bull,0.015105206968277453,-0.006123834267668686,0.008749960978048421,-0.007278978163124236,0.006648356589347034
222,bull,0.05192379087545655,0.033570131272378005,-0.007332885656010597,0.010261268408375521,-0.002289770624915719
223,bull,-0.03213787031541206,-0.021769930657665658,0.001906001209565392,0.04715736920689803,-0.009349399199028597
224,bull,-0.02931458720753438,-0.029551507406592063,0.03712928594787687,0.05639459034240481,-0.0074529822709091635
225,bull,-0.014236417683745796,-0.030020879495526107,-0.006903844222328297,-0.015250153104571855,-0.0002489162022741246
226,bull,0.015095460367095088,-0.010450657177265952,0.008152231724260599,-0.013571611334604983,0.0033661230353818038
227,bull,-0.014438845524798384,-0.00328227867147213,-0.005669556264825801,0.0067936888028082105,0.0012973320135582292
228,bull,-0.0009146912340690247,-0.015441320864475005,0.0006607158835069307,-0.008824668844250658,0.003950024078973395
229,bull,0.044886100464017,0.005370615607875931,0.007444662999406833,0.03660614655244923,0.011483143147515864
230,bull,0.0225297940286837,-0.00043541509414260493,-0.00038889185901014485,0.005402829733328204,0.007572271119323036
231,bull,0.026149103834434043,0.026993009661022103,-0.0022235328061439488,0.008840149880054781,0.005563377499070011
232,bull,-0.019668467711534784,-0.01867335287335716,0.025482309329929564,0.023784721034501893,-0.011636814793695082
233,bull,-0.04080700302625284,-0.009496876745361895,0.027810005460220756,0.029333706171131575,-0.012351672397223547
234,bull,-0.020519946558403744,-0.01691475153915179,0.023469300384493838,-0.017476966621812837,-0.007576398851791703
235,bull,-0.031561828842203,-0.03197604849551594,0.0010707650508288537,0.008150405566951813,-0.0055954941558867596
236,bull,0.0542894462466992,0.03160897260975664,-0.00529697523086179,0.06313804197423413,0.010564215155972431
237,bull,0.09828209034703145,0.0427321708573323,-0.026336564380838482,0.07417627547880323,0.009363280848719905
238,bull,0.012182232555070827,-0.02171936757961813,-0.013678283684175145,0.029481653429701528,0.009206779487112763
239,bull,0.023847744558740273,-0.015150538144523194,0.0029771911315168327,0.006816278019282263,-0.0017606723336011508
240,bull,-0.00942129127667864,-0.027412063531104994,-0.0035923912919308895,-0.012084918805329633,-0.0011748727565511813
241,bull,0.021700473990033577,-0.0011634307024820413,-0.020574903632499163,0.03470112840374895,0.005197726477658248
242,bull,0.011707989905760477,-0.008726325205775244,0.013067048097535072,0.003821892052543727,2.6292142351773407e-05
243,bull,-0.03165508429989872,-0.05663584298221826,0.0031986791049869352,0.0840890194941821,-0.004351745398178248
244,bull,-0.061105068085695394,-0.03308125251725232,0.009826733553759247,0.03005738891952551,-0.012559363583415908
245,bull,-0.003495094196926611,-0.016833715969088475,-0.0010540705168037715,-0.01986047631565057,-0.00638393272738454
246,bull,0.04882006025000182,0.01881633094016824,-0.011937658365495252,0.058311623244114194,0.013243860022494131
247,bull,-0.004399796489253392,0.013666891234575006,0.003678492052349578,-0.0015045267323343806,-0.0060845821623827494
248,bull,-0.008594806421596237,-0.019028261898422355,-0.002915726598145825,0.006800683304399475,-0.006364913684717153
249,bull,-0.0725950120621837,-0.06484044837956236,0.03971415978479496,0.06474560722531268,-0.009245561382207758
250,bull,0.012820903580809784,0.027396026298985375,-0.019108768851067038,-0.03598798860573243,0.00638276584605955
251,bull,-0.015652478695815677,-0.004423170769131456,0.0011573622481598192,-0.011560194139536722,0.0015034928941647014
252,bull,0.023879863369683195,0.01245144575015972,-0.023790554490783333,0.0003466440563202073,0.009256278775828911
253,bull,0.014803557926388024,0.0036764787165999412,-0.0030160264883937653,0.013167819724969386,-0.003165133536327628
254,bull,-0.012442139287352334,-0.0032174716390479564,0.0016807271637226742,-0.010345705021396003,0.0005533593827081232
255,bull,-0.020931295255758816,0.01910261017836152,-0.010185978312569514,0.022213480159619627,-0.0016371746205431994
256,bull,-0.009496667954896234,-0.022923681469974807,0.02123701691322882,-0.03365653737301404,-0.010681908136424525
257,bull,0.03327169249739312,0.034399319591884345,-0.025161803941904294,0.011609531383602458,-0.006689283930086569
258,bull,-0.02504680260355803,-0.025961659548208976,0.004813535928580943,0.01074628439870186,-0.005957260920227165
259,bull,0.03083115532371513,0.015378158784940943,-0.011947099927228049,0.011352272698975215,0.009100920535012807
260,bull,-0.007991845205817548,0.009338904341456797,-0.015231519347439581,0.0011143144279460037,-0.0019586820727621806
261,bull,0.06546363287212471,0.07422991009130024,-0.03059901450156675,0.06853475744391917,0.012984389055879746
