config,model,feature,importance,method
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,past_label_confidence,-0.17981614419632433,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,eth_btc_relative_strength_14d,-0.17295836533201786,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,equity_momentum_21d,-0.1729361399150291,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,combined_crypto_liquidity_impulse,0.15051124082352144,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,risk_appetite_recovery_score,-0.11177442506277456,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,realized_volatility,0.10838033842747972,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,tvl_acceleration,-0.07789543515209124,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,stablecoin_supply_percentile,-0.0778700601349643,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,vix_change_5d,-0.03152242892816107,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,stablecoin_supply_acceleration,0.01830167949291795,coefficient
meta_btc_eth_upward_trend__logistic_regression,logistic_regression,jump_intensity,0.0027892368769363647,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,distance_from_90d_lows,1.8749185802954067,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,past_trend_t_stat,1.4482492068045714,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,primary_trend_probability,-0.987375967108816,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,cross_sectional_dispersion,-0.884476681877521,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,eth_btc_relative_strength_30d,-0.8668422206791199,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,dow_vol_level,0.8626872000471419,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,falling_vix_after_high_vix,0.8576302428804037,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,volatility_4h_7d,-0.5835312334314238,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,tvl_percentile,-0.4808027719061171,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,volatility_expansion_probability,-0.4706300443662891,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,past_selected_trend_horizon,0.4050580941248017,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,volatility_of_volatility,0.39125639480553065,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,vix_level,0.37692947053356235,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,tvl_growth_30d,-0.3268056150597807,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,downside_to_upside_volatility_ratio,0.3215321810432378,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,vix_change_21d,0.3093266999805657,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,stablecoin_supply_change_7d,0.3046794961943545,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,recovery_from_drawdown,-0.2231494027735953,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,dispersion_acceleration,-0.19947636016834905,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,equity_momentum_21d,-0.16464666947625214,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,top20_30d_high_pct,-0.15923722472515922,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,previous_drawdown,-0.14459880583337956,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,volume_confirmation_of_price_trend,0.13675064812565146,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,past_label_confidence,-0.12498817810515082,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,eth_btc_relative_strength_14d,-0.11184331228523099,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,upside_semivariance,0.10262415425109002,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,market_dollar_volume_growth_30d,0.06410301732145583,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,realized_volatility,0.062309609686511114,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,combined_crypto_liquidity_impulse,0.057262326061535335,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,stablecoin_supply_acceleration,0.029510017090925354,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,equity_realized_vol_21d,-0.014422816511413247,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,risk_appetite_recovery_score,-0.01394391838399031,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,vix_change_5d,0.0,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,top20_above_30dma_pct,0.0,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,jump_intensity,0.0,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,stablecoin_supply_percentile,0.0,coefficient
meta_btc_eth_upward_trend__elastic_net_logistic,elastic_net_logistic,tvl_acceleration,0.0,coefficient
meta_btc_eth_upward_trend__random_forest,random_forest,past_trend_t_stat,0.18544341957709398,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,past_selected_trend_horizon,0.05833395386095725,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,eth_btc_relative_strength_30d,0.049131590701683034,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,downside_to_upside_volatility_ratio,0.04732321126825701,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,volatility_of_volatility,0.04658763740001879,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,dow_vol_level,0.04147524141496527,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,realized_volatility,0.03692963268585419,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,distance_from_90d_lows,0.03362293894978656,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,vix_level,0.03189337322345879,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,volume_confirmation_of_price_trend,0.0312442524758048,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,cross_sectional_dispersion,0.031144309974347643,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,volatility_4h_7d,0.030636542140657932,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,upside_semivariance,0.02916381074387089,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,recovery_from_drawdown,0.028925135650684563,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,volatility_expansion_probability,0.02823679343761894,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,eth_btc_relative_strength_14d,0.021067157495415496,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,stablecoin_supply_percentile,0.02098566269044225,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,tvl_growth_30d,0.020968491916740193,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,previous_drawdown,0.02049436730502323,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,equity_realized_vol_21d,0.019639196009692064,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,past_label_confidence,0.019527609110168598,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,vix_change_21d,0.019200682465665368,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,dispersion_acceleration,0.01672008633340855,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,jump_intensity,0.01638522884126946,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,top20_above_30dma_pct,0.016063608665329333,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,tvl_percentile,0.012601009851644005,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,stablecoin_supply_acceleration,0.012265068651078312,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,combined_crypto_liquidity_impulse,0.01157601236180338,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,primary_trend_probability,0.010993768457603638,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,stablecoin_supply_change_7d,0.009495035895235844,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,risk_appetite_recovery_score,0.008603633298060643,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,market_dollar_volume_growth_30d,0.008480474811178912,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,top20_30d_high_pct,0.00832210238090094,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,tvl_acceleration,0.006492979782396293,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,equity_momentum_21d,0.006154774486083014,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,vix_change_5d,0.0038712056858009685,model_importance
meta_btc_eth_upward_trend__random_forest,random_forest,falling_vix_after_high_vix,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,past_trend_t_stat,0.34200670840344033,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,past_selected_trend_horizon,0.09389482956249731,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,volume_confirmation_of_price_trend,0.06888652193802472,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,volatility_of_volatility,0.057965254595674726,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,downside_to_upside_volatility_ratio,0.05155468093336681,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,eth_btc_relative_strength_30d,0.050265284811850205,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,recovery_from_drawdown,0.045205698169256736,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,cross_sectional_dispersion,0.034038332157903514,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,vix_level,0.032649794406702196,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,previous_drawdown,0.03129727278690347,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,realized_volatility,0.02253761056862063,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,top20_above_30dma_pct,0.021858392983478574,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,vix_change_21d,0.019235761571588062,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,dow_vol_level,0.01912397194952832,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,primary_trend_probability,0.018022133836038158,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,tvl_percentile,0.017896215531586247,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,volatility_expansion_probability,0.017212707094609276,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,volatility_4h_7d,0.012669047273693551,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,jump_intensity,0.010708118578519164,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,equity_realized_vol_21d,0.010664346755561228,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,past_label_confidence,0.008782236308648233,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,dispersion_acceleration,0.007239316397677912,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,tvl_acceleration,0.005832553218104196,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,tvl_growth_30d,0.00045321016672642586,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,equity_momentum_21d,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,vix_change_5d,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,stablecoin_supply_change_7d,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,stablecoin_supply_percentile,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,upside_semivariance,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,distance_from_90d_lows,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,top20_30d_high_pct,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,market_dollar_volume_growth_30d,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,risk_appetite_recovery_score,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,stablecoin_supply_acceleration,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,combined_crypto_liquidity_impulse,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,eth_btc_relative_strength_14d,0.0,model_importance
meta_btc_eth_upward_trend__gradient_boosting,gradient_boosting,falling_vix_after_high_vix,0.0,model_importance
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,distance_from_90d_lows,12.441631342911029,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,falling_vix_after_high_vix,7.487308410567687,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,primary_trend_probability,-6.619978085062991,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,dow_vol_level,6.448350310025604,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,eth_btc_relative_strength_30d,-4.998912245256683,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,cross_sectional_dispersion,-4.7040400046755755,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,tvl_percentile,-3.7834280778510205,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,vix_change_21d,3.602977009282432,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,vix_level,3.114884054958949,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,past_trend_t_stat,3.1067702840702323,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,recovery_from_drawdown,-2.887270985689229,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,equity_realized_vol_21d,-2.7214094832068545,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,stablecoin_supply_change_7d,2.6457626512163124,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,downside_to_upside_volatility_ratio,1.75831140552031,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,top20_above_30dma_pct,1.6854111374033627,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,volatility_expansion_probability,-1.61665298711171,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,volatility_of_volatility,1.3369000227384549,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,volatility_4h_7d,-1.317435229307785,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,past_selected_trend_horizon,1.1432011734099592,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,tvl_growth_30d,-1.0361227869164384,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,market_dollar_volume_growth_30d,1.0188445766886538,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,volume_confirmation_of_price_trend,0.9678369304875577,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,top20_30d_high_pct,-0.953620854703281,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,combined_crypto_liquidity_impulse,0.8046111146337627,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,jump_intensity,0.7433420169599715,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,equity_momentum_21d,0.73019149021124,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,previous_drawdown,-0.716906360395295,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,risk_appetite_recovery_score,-0.5817659015292201,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,stablecoin_supply_acceleration,-0.500609126162469,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,vix_change_5d,0.3027322648099832,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,stablecoin_supply_percentile,0.2991442727580856,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,dispersion_acceleration,-0.26635265761431504,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,past_label_confidence,0.25464145527857285,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,eth_btc_relative_strength_14d,0.16291943702593548,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,upside_semivariance,0.1612310309557845,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,tvl_acceleration,-0.13913088935792142,coefficient
meta_btc_eth_upward_trend__sgd_classifier,sgd_classifier,realized_volatility,-0.0570937034488695,coefficient
meta_btc_eth_upward_trend__xgboost,xgboost,volume_confirmation_of_price_trend,0.05762755498290062,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,past_trend_t_stat,0.05335518345236778,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,past_selected_trend_horizon,0.044250767678022385,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,realized_volatility,0.04257694631814957,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,equity_realized_vol_21d,0.04002785682678223,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,recovery_from_drawdown,0.040012177079916,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,volatility_of_volatility,0.03889058902859688,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,downside_to_upside_volatility_ratio,0.03824569284915924,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,primary_trend_probability,0.03721696883440018,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,tvl_growth_30d,0.03642306849360466,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,vix_level,0.035732071846723557,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,jump_intensity,0.03548789769411087,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,eth_btc_relative_strength_14d,0.03242691606283188,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,dow_vol_level,0.031616002321243286,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,vix_change_21d,0.030335893854498863,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,upside_semivariance,0.029620980843901634,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,eth_btc_relative_strength_30d,0.028654348105192184,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,volatility_expansion_probability,0.0284557081758976,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,market_dollar_volume_growth_30d,0.028386063873767853,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,cross_sectional_dispersion,0.027948010712862015,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,volatility_4h_7d,0.02723376266658306,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,top20_30d_high_pct,0.02682672254741192,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,distance_from_90d_lows,0.02505858987569809,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,tvl_percentile,0.023331884294748306,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,previous_drawdown,0.023192359134554863,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,dispersion_acceleration,0.020809775218367577,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,top20_above_30dma_pct,0.0196091178804636,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,past_label_confidence,0.01910831779241562,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,stablecoin_supply_percentile,0.01817977800965309,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,tvl_acceleration,0.017057888209819794,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,falling_vix_after_high_vix,0.014832871034741402,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,stablecoin_supply_change_7d,0.013831677846610546,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,risk_appetite_recovery_score,0.013636630959808826,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,vix_change_5d,0.0,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,equity_momentum_21d,0.0,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,stablecoin_supply_acceleration,0.0,model_importance
meta_btc_eth_upward_trend__xgboost,xgboost,combined_crypto_liquidity_impulse,0.0,model_importance
